image_path,true_label,category,dataset_role,semantic_category,transform_group,extension,original_size,original_label,resized_512_label,resized_768_label,resized_1024_label,score_original,score_512,score_768,score_1024,score_min,score_max,score_delta,flip_type,original_resolution_bucket
data\test_images\day14_expansion\raw\ai\food_retail\ai_003_food_retail_native.png,ai,food_retail,raw_source,food_retail,raw,png,1448x1086,uncertain,ai,uncertain,uncertain,0.120662,0.181294,0.173255,0.154732,0.120662,0.181294,0.060632,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\real_png\real_017_indoor_home_png.png,real,real_png,paired_format,indoor_home,real_png,png,3024x4032,uncertain,ai,ai,ai,0.176912,0.237524,0.236273,0.234433,0.176912,0.237524,0.060612,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\ai_jpg\ai_003_food_retail_jpg_q95.jpg,ai,ai_jpg,paired_format,food_retail,ai_jpg,jpg,1448x1086,uncertain,ai,uncertain,uncertain,0.122375,0.182806,0.175060,0.156896,0.122375,0.182806,0.060431,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\real\object_closeup\real_061_object_closeup_native.jpeg,real,object_closeup,raw_source,object_closeup,raw,jpeg,3024x4032,uncertain,ai,uncertain,uncertain,0.126454,0.186815,0.176237,0.168127,0.126454,0.186815,0.060361,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\ai_png\ai_097_people_partial_png.png,ai,ai_png,paired_format,people_partial,ai_png,png,1448x1086,uncertain,ai,ai,ai,0.161890,0.221933,0.213525,0.195864,0.161890,0.221933,0.060043,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\people_partial\ai_097_people_partial_native.png,ai,people_partial,raw_source,people_partial,raw,png,1448x1086,uncertain,ai,ai,ai,0.161890,0.221933,0.213525,0.195864,0.161890,0.221933,0.060043,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\real_jpg\real_087_outdoor_street_jpg_q95.jpg,real,real_jpg,paired_format,outdoor_street,real_jpg,jpg,4032x3024,uncertain,ai,ai,ai,0.158188,0.206609,0.214276,0.217914,0.158188,0.217914,0.059726,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\people_partial\real_098_people_partial_native.jpeg,real,people_partial,raw_source,people_partial,raw,jpeg,3024x4032,uncertain,ai,ai,ai,0.135204,0.194921,0.194106,0.180387,0.135204,0.194921,0.059717,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\indoor_home\real_024_indoor_home_native.jpeg,real,indoor_home,raw_source,indoor_home,raw,jpeg,4032x3024,uncertain,ai,ai,ai,0.135518,0.183207,0.190939,0.195117,0.135518,0.195117,0.059599,uncertain_to_ai_after_resize,xlarge
data\test_images\legacy\day8_small_30\real\real_029.jpg,real,day8_small_30,legacy,unknown,legacy,jpg,1179x2556,uncertain,ai,ai,ai,0.160616,0.219881,0.212712,0.199241,0.160616,0.219881,0.059265,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_070_object_closeup_png.png,real,real_png,paired_format,object_closeup,real_png,png,3024x4032,uncertain,ai,ai,ai,0.139529,0.188910,0.198412,0.193036,0.139529,0.198412,0.058883,uncertain_to_ai_after_resize,xlarge
data\test_images\legacy\day8_small_30\real\real_024.jpg,real,day8_small_30,legacy,unknown,legacy,jpg,2016x1225,uncertain,ai,uncertain,uncertain,0.142203,0.201085,0.175760,0.156615,0.142203,0.201085,0.058882,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_jpg\ai_097_people_partial_jpg_q95.jpg,ai,ai_jpg,paired_format,people_partial,ai_jpg,jpg,1448x1086,uncertain,ai,ai,ai,0.164756,0.223358,0.215320,0.198518,0.164756,0.223358,0.058602,uncertain_to_ai_after_resize,large
data\test_images\legacy\day8_small_30\ai\ai_015.png,ai,day8_small_30,legacy,unknown,legacy,png,1448x1086,uncertain,ai,ai,ai,0.155206,0.213669,0.204607,0.188276,0.155206,0.213669,0.058463,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\real_png\real_086_outdoor_street_png.png,real,real_png,paired_format,outdoor_street,real_png,png,4284x5712,uncertain,ai,ai,ai,0.162584,0.205679,0.214174,0.220899,0.162584,0.220899,0.058315,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_094_people_partial_png.png,real,real_png,paired_format,people_partial,real_png,png,3840x2160,uncertain,ai,ai,ai,0.147200,0.203493,0.205389,0.200472,0.147200,0.205389,0.058189,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_018_indoor_home_png.png,real,real_png,paired_format,indoor_home,real_png,png,3024x2639,real,uncertain,uncertain,uncertain,0.115168,0.163315,0.169474,0.172874,0.115168,0.172874,0.057706,real_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_086_outdoor_street_jpg_q95.jpg,real,real_jpg,paired_format,outdoor_street,real_jpg,jpg,4284x5712,uncertain,ai,ai,ai,0.165930,0.207939,0.216933,0.223565,0.165930,0.223565,0.057635,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\people_partial\real_096_people_partial_native.jpeg,real,people_partial,raw_source,people_partial,raw,jpeg,3024x4032,real,uncertain,uncertain,uncertain,0.111788,0.169244,0.145471,0.136441,0.111788,0.169244,0.057456,real_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\raw\real\food_retail\real_010_food_retail_native.png,real,food_retail,raw_source,food_retail,raw,png,1179x2556,uncertain,ai,ai,ai,0.176422,0.233610,0.231986,0.227565,0.176422,0.233610,0.057188,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_087_outdoor_street_png.png,real,real_png,paired_format,outdoor_street,real_png,png,4032x3024,uncertain,ai,ai,ai,0.159409,0.205082,0.212740,0.216390,0.159409,0.216390,0.056981,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_044_lowlight_weather_jpg_q95.jpg,real,real_jpg,paired_format,lowlight_weather,real_jpg,jpg,3024x4032,ai,uncertain,uncertain,uncertain,0.207995,0.162816,0.156617,0.151801,0.151801,0.207995,0.056194,ai_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_018_indoor_home_jpg_q95.jpg,real,real_jpg,paired_format,indoor_home,real_jpg,jpg,3024x2639,real,uncertain,uncertain,uncertain,0.116871,0.163585,0.169514,0.173028,0.116871,0.173028,0.056157,real_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_075_object_closeup_jpg_q95.jpg,real,real_jpg,paired_format,object_closeup,real_jpg,jpg,3024x4032,uncertain,ai,ai,ai,0.139830,0.194831,0.195636,0.195078,0.139830,0.195636,0.055806,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\object_closeup\real_068_object_closeup_native.jpeg,real,object_closeup,raw_source,object_closeup,raw,jpeg,3024x4032,ai,uncertain,uncertain,uncertain,0.197434,0.141894,0.149306,0.157358,0.141894,0.197434,0.055540,ai_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_072_object_closeup_jpg_q95.jpg,real,real_jpg,paired_format,object_closeup,real_jpg,jpg,4032x3024,uncertain,ai,ai,ai,0.136198,0.191646,0.190432,0.190078,0.136198,0.191646,0.055448,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\object_closeup\real_065_object_closeup_native.jpeg,real,object_closeup,raw_source,object_closeup,raw,jpeg,3024x4032,uncertain,ai,uncertain,uncertain,0.130066,0.185283,0.175539,0.165934,0.130066,0.185283,0.055217,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_091_people_partial_jpg_q95.jpg,real,real_jpg,paired_format,people_partial,real_jpg,jpg,3024x4032,uncertain,ai,uncertain,uncertain,0.131353,0.186451,0.179555,0.169378,0.131353,0.186451,0.055098,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_044_lowlight_weather_png.png,real,real_png,paired_format,lowlight_weather,real_png,png,3024x4032,ai,uncertain,uncertain,uncertain,0.209568,0.161698,0.157032,0.154604,0.154604,0.209568,0.054964,ai_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_006_food_retail_jpg_q95.jpg,real,real_jpg,paired_format,food_retail,real_jpg,jpg,3024x4032,uncertain,ai,ai,ai,0.146245,0.200042,0.199351,0.200040,0.146245,0.200042,0.053797,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_042_lowlight_weather_jpg_q95.jpg,real,real_jpg,paired_format,lowlight_weather,real_jpg,jpg,3024x4032,uncertain,ai,ai,ai,0.148545,0.202117,0.201137,0.193176,0.148545,0.202117,0.053572,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_072_object_closeup_png.png,real,real_png,paired_format,object_closeup,real_png,png,4032x3024,uncertain,ai,ai,ai,0.137148,0.190409,0.188943,0.188509,0.137148,0.190409,0.053261,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_091_people_partial_png.png,real,real_png,paired_format,people_partial,real_png,png,3024x4032,uncertain,ai,uncertain,uncertain,0.132349,0.185523,0.178790,0.168721,0.132349,0.185523,0.053174,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\ai_png\ai_071_object_closeup_png.png,ai,ai_png,paired_format,object_closeup,ai_png,png,1448x1086,uncertain,ai,ai,ai,0.154528,0.206992,0.204946,0.190338,0.154528,0.206992,0.052464,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\object_closeup\ai_071_object_closeup_native.png,ai,object_closeup,raw_source,object_closeup,raw,png,1448x1086,uncertain,ai,ai,ai,0.154528,0.206992,0.204946,0.190338,0.154528,0.206992,0.052464,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\real_png\real_075_object_closeup_png.png,real,real_png,paired_format,object_closeup,real_png,png,3024x4032,uncertain,ai,ai,ai,0.141035,0.191934,0.193241,0.192806,0.141035,0.193241,0.052206,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\indoor_home\real_030_indoor_home_native.jpeg,real,indoor_home,raw_source,indoor_home,raw,jpeg,4032x3024,uncertain,ai,ai,ai,0.158056,0.189004,0.202856,0.210022,0.158056,0.210022,0.051966,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_006_food_retail_png.png,real,real_png,paired_format,food_retail,real_png,png,3024x4032,uncertain,ai,ai,ai,0.147172,0.198796,0.198309,0.199098,0.147172,0.199098,0.051926,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\ai_jpg\ai_071_object_closeup_jpg_q95.jpg,ai,ai_jpg,paired_format,object_closeup,ai_jpg,jpg,1448x1086,uncertain,ai,ai,ai,0.156276,0.207898,0.205956,0.191802,0.156276,0.207898,0.051622,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\real_jpg\real_061_object_closeup_jpg_q95.jpg,real,real_jpg,paired_format,object_closeup,real_jpg,jpg,3024x4032,uncertain,ai,uncertain,uncertain,0.135305,0.186810,0.176253,0.168149,0.135305,0.186810,0.051505,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\ai_png\ai_038_lowlight_weather_png.png,ai,ai_png,paired_format,lowlight_weather,ai_png,png,1448x1086,uncertain,ai,ai,uncertain,0.149874,0.201229,0.192281,0.177228,0.149874,0.201229,0.051355,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\lowlight_weather\ai_038_lowlight_weather_native.png,ai,lowlight_weather,raw_source,lowlight_weather,raw,png,1448x1086,uncertain,ai,ai,uncertain,0.149874,0.201229,0.192281,0.177228,0.149874,0.201229,0.051355,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_jpg\ai_038_lowlight_weather_jpg_q95.jpg,ai,ai_jpg,paired_format,lowlight_weather,ai_jpg,jpg,1448x1086,uncertain,ai,ai,uncertain,0.150864,0.202208,0.193392,0.178505,0.150864,0.202208,0.051344,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\real_jpg\real_098_people_partial_jpg_q95.jpg,real,real_jpg,paired_format,people_partial,real_jpg,jpg,3024x4032,uncertain,ai,ai,ai,0.143739,0.194951,0.194135,0.180439,0.143739,0.194951,0.051212,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_024_indoor_home_jpg_q95.jpg,real,real_jpg,paired_format,indoor_home,real_jpg,jpg,4032x3024,uncertain,ai,ai,ai,0.143977,0.183226,0.190872,0.195161,0.143977,0.195161,0.051184,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_047_nature_travel_jpg_q95.jpg,real,real_jpg,paired_format,nature_travel,real_jpg,jpg,4096x3072,uncertain,ai,ai,ai,0.155667,0.189967,0.198908,0.206608,0.155667,0.206608,0.050941,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_042_lowlight_weather_png.png,real,real_png,paired_format,lowlight_weather,real_png,png,3024x4032,uncertain,ai,ai,ai,0.149514,0.200364,0.199593,0.191764,0.149514,0.200364,0.050850,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\ai_jpg\ai_026_indoor_home_jpg_q95.jpg,ai,ai_jpg,paired_format,indoor_home,ai_jpg,jpg,1448x1086,uncertain,ai,ai,uncertain,0.148956,0.199564,0.193211,0.179823,0.148956,0.199564,0.050608,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_jpg\ai_043_lowlight_weather_jpg_q95.jpg,ai,ai_jpg,paired_format,lowlight_weather,ai_jpg,jpg,1448x1086,uncertain,ai,uncertain,uncertain,0.137148,0.187689,0.175937,0.162509,0.137148,0.187689,0.050541,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_png\ai_026_indoor_home_png.png,ai,ai_png,paired_format,indoor_home,ai_png,png,1448x1086,uncertain,ai,ai,uncertain,0.147618,0.197898,0.191358,0.177619,0.147618,0.197898,0.050280,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\indoor_home\ai_026_indoor_home_native.png,ai,indoor_home,raw_source,indoor_home,raw,png,1448x1086,uncertain,ai,ai,uncertain,0.147618,0.197898,0.191358,0.177619,0.147618,0.197898,0.050280,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_png\ai_087_outdoor_street_png.png,ai,ai_png,paired_format,outdoor_street,ai_png,png,1448x1086,uncertain,ai,ai,ai,0.173775,0.223547,0.219075,0.205382,0.173775,0.223547,0.049772,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\outdoor_street\ai_087_outdoor_street_native.png,ai,outdoor_street,raw_source,outdoor_street,raw,png,1448x1086,uncertain,ai,ai,ai,0.173775,0.223547,0.219075,0.205382,0.173775,0.223547,0.049772,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_jpg\ai_087_outdoor_street_jpg_q95.jpg,ai,ai_jpg,paired_format,outdoor_street,ai_jpg,jpg,1448x1086,uncertain,ai,ai,ai,0.174650,0.224362,0.219879,0.206322,0.174650,0.224362,0.049712,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_png\ai_043_lowlight_weather_png.png,ai,ai_png,paired_format,lowlight_weather,ai_png,png,1448x1086,uncertain,ai,uncertain,uncertain,0.136805,0.186427,0.174527,0.160987,0.136805,0.186427,0.049622,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\lowlight_weather\ai_043_lowlight_weather_native.png,ai,lowlight_weather,raw_source,lowlight_weather,raw,png,1448x1086,uncertain,ai,uncertain,uncertain,0.136805,0.186427,0.174527,0.160987,0.136805,0.186427,0.049622,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\real_png\real_024_indoor_home_png.png,real,real_png,paired_format,indoor_home,real_png,png,4032x3024,uncertain,ai,ai,ai,0.144966,0.181960,0.189815,0.194481,0.144966,0.194481,0.049515,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_061_object_closeup_png.png,real,real_png,paired_format,object_closeup,real_png,png,3024x4032,uncertain,ai,uncertain,uncertain,0.136160,0.185582,0.174858,0.166671,0.136160,0.185582,0.049422,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\ai_jpg\ai_028_indoor_home_jpg_q95.jpg,ai,ai_jpg,paired_format,indoor_home,ai_jpg,jpg,1448x1086,real,uncertain,uncertain,uncertain,0.116493,0.165737,0.146916,0.133836,0.116493,0.165737,0.049244,real_to_uncertain_after_resize,large
data\test_images\legacy\day8_small_30\real\real_030.jpg,real,day8_small_30,legacy,unknown,legacy,jpg,690x504,ai,ai,ai,uncertain,0.228971,0.227771,0.220491,0.179893,0.179893,0.228971,0.049078,ai_to_uncertain_after_resize,small
data\test_images\day14_expansion\raw\real\lowlight_weather\real_044_lowlight_weather_native.jpg,real,lowlight_weather,raw_source,lowlight_weather,raw,jpg,3024x4032,ai,uncertain,uncertain,uncertain,0.200123,0.162824,0.156558,0.151805,0.151805,0.200123,0.048318,ai_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_098_people_partial_png.png,real,real_png,paired_format,people_partial,real_png,png,3024x4032,uncertain,ai,ai,uncertain,0.145071,0.193239,0.192569,0.178759,0.145071,0.193239,0.048168,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\lowlight_weather\real_045_lowlight_weather_native.jpeg,real,lowlight_weather,raw_source,lowlight_weather,raw,jpeg,5712x4284,uncertain,ai,ai,ai,0.141728,0.189867,0.189356,0.189706,0.141728,0.189867,0.048139,uncertain_to_ai_after_resize,xlarge
data\test_images\legacy\day8_small_30\real\real_006.jpg,real,day8_small_30,legacy,unknown,legacy,jpg,960x1280,uncertain,real,uncertain,uncertain,0.167131,0.119021,0.137928,0.127694,0.119021,0.167131,0.048110,uncertain_to_real_after_resize,large
data\test_images\day14_expansion\paired_format\ai_png\ai_028_indoor_home_png.png,ai,ai_png,paired_format,indoor_home,ai_png,png,1448x1086,real,uncertain,uncertain,uncertain,0.116275,0.164184,0.145136,0.132149,0.116275,0.164184,0.047909,real_to_uncertain_after_resize,large
data\test_images\day14_expansion\raw\ai\indoor_home\ai_028_indoor_home_native.png,ai,indoor_home,raw_source,indoor_home,raw,png,1448x1086,real,uncertain,uncertain,uncertain,0.116275,0.164184,0.145136,0.132149,0.116275,0.164184,0.047909,real_to_uncertain_after_resize,large
data\test_images\day14_expansion\paired_format\ai_png\ai_086_outdoor_street_png.png,ai,ai_png,paired_format,outdoor_street,ai_png,png,1448x1086,uncertain,ai,ai,ai,0.169829,0.217671,0.210081,0.198033,0.169829,0.217671,0.047842,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\outdoor_street\ai_086_outdoor_street_native.png,ai,outdoor_street,raw_source,outdoor_street,raw,png,1448x1086,uncertain,ai,ai,ai,0.169829,0.217671,0.210081,0.198033,0.169829,0.217671,0.047842,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\real_png\real_047_nature_travel_png.png,real,real_png,paired_format,nature_travel,real_png,png,4096x3072,uncertain,ai,ai,ai,0.155533,0.186908,0.195709,0.203340,0.155533,0.203340,0.047807,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\ai_jpg\ai_086_outdoor_street_jpg_q95.jpg,ai,ai_jpg,paired_format,outdoor_street,ai_jpg,jpg,1448x1086,uncertain,ai,ai,ai,0.172729,0.219368,0.212121,0.200853,0.172729,0.219368,0.046639,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\real\lowlight_weather\real_040_lowlight_weather_native.jpeg,real,lowlight_weather,raw_source,lowlight_weather,raw,jpeg,3024x4032,uncertain,ai,ai,ai,0.138980,0.182420,0.185450,0.184346,0.138980,0.185450,0.046470,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_065_object_closeup_jpg_q95.jpg,real,real_jpg,paired_format,object_closeup,real_jpg,jpg,3024x4032,uncertain,ai,uncertain,uncertain,0.138857,0.185213,0.175488,0.165844,0.138857,0.185213,0.046356,uncertain_to_ai_after_resize,xlarge
data\test_images\legacy\day8_small_30\real\real_009.jpg,real,day8_small_30,legacy,unknown,legacy,jpg,884x1916,uncertain,ai,ai,uncertain,0.141515,0.187840,0.181650,0.172411,0.141515,0.187840,0.046325,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\real_png\real_037_lowlight_weather_png.png,real,real_png,paired_format,lowlight_weather,real_png,png,3024x4032,ai,ai,ai,uncertain,0.224505,0.185893,0.180964,0.178569,0.178569,0.224505,0.045936,ai_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\paired_format\ai_png\ai_070_object_closeup_png.png,ai,ai_png,paired_format,object_closeup,ai_png,png,1448x1086,ai,uncertain,uncertain,ai,0.193343,0.149250,0.175468,0.194891,0.149250,0.194891,0.045641,ai_to_uncertain_after_resize,large
data\test_images\day14_expansion\raw\ai\object_closeup\ai_070_object_closeup_native.png,ai,object_closeup,raw_source,object_closeup,raw,png,1448x1086,ai,uncertain,uncertain,ai,0.193343,0.149250,0.175468,0.194891,0.149250,0.194891,0.045641,ai_to_uncertain_after_resize,large
data\test_images\day14_expansion\raw\real\indoor_home\real_026_indoor_home_native.jpeg,real,indoor_home,raw_source,indoor_home,raw,jpeg,3024x4032,uncertain,ai,ai,ai,0.158547,0.183041,0.198584,0.204065,0.158547,0.204065,0.045518,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\ai_jpg\ai_070_object_closeup_jpg_q95.jpg,ai,ai_jpg,paired_format,object_closeup,ai_jpg,jpg,1448x1086,ai,uncertain,uncertain,ai,0.195141,0.151675,0.177601,0.196930,0.151675,0.196930,0.045255,ai_to_uncertain_after_resize,large
data\test_images\day14_expansion\paired_format\ai_png\ai_052_nature_travel_png.png,ai,ai_png,paired_format,nature_travel,ai_png,png,1448x1086,uncertain,ai,ai,ai,0.178931,0.223926,0.218642,0.207831,0.178931,0.223926,0.044995,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\nature_travel\ai_052_nature_travel_native.png,ai,nature_travel,raw_source,nature_travel,raw,png,1448x1086,uncertain,ai,ai,ai,0.178931,0.223926,0.218642,0.207831,0.178931,0.223926,0.044995,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\real\indoor_home\real_020_indoor_home_native.jpeg,real,indoor_home,raw_source,indoor_home,raw,jpeg,4032x3024,uncertain,ai,ai,uncertain,0.142253,0.186428,0.181216,0.176046,0.142253,0.186428,0.044175,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_030_indoor_home_jpg_q95.jpg,real,real_jpg,paired_format,indoor_home,real_jpg,jpg,4032x3024,uncertain,ai,ai,ai,0.166096,0.189014,0.202946,0.210079,0.166096,0.210079,0.043983,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\ai_png\ai_077_outdoor_street_png.png,ai,ai_png,paired_format,outdoor_street,ai_png,png,1448x1086,uncertain,ai,ai,ai,0.174488,0.218181,0.214522,0.203889,0.174488,0.218181,0.043693,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\outdoor_street\ai_077_outdoor_street_native.png,ai,outdoor_street,raw_source,outdoor_street,raw,png,1448x1086,uncertain,ai,ai,ai,0.174488,0.218181,0.214522,0.203889,0.174488,0.218181,0.043693,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\real_png\real_065_object_closeup_png.png,real,real_png,paired_format,object_closeup,real_png,png,3024x4032,uncertain,ai,uncertain,uncertain,0.140253,0.183694,0.174021,0.164403,0.140253,0.183694,0.043441,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\indoor_home\real_027_indoor_home_native.jpeg,real,indoor_home,raw_source,indoor_home,raw,jpeg,3024x4032,uncertain,uncertain,ai,ai,0.140119,0.177507,0.180797,0.183508,0.140119,0.183508,0.043389,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_041_lowlight_weather_png.png,real,real_png,paired_format,lowlight_weather,real_png,png,4032x3024,ai,ai,uncertain,uncertain,0.211821,0.192196,0.179187,0.168578,0.168578,0.211821,0.043243,ai_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\paired_format\ai_jpg\ai_077_outdoor_street_jpg_q95.jpg,ai,ai_jpg,paired_format,outdoor_street,ai_jpg,jpg,1448x1086,uncertain,ai,ai,ai,0.176605,0.219586,0.216043,0.205891,0.176605,0.219586,0.042981,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\real_jpg\real_037_lowlight_weather_jpg_q95.jpg,real,real_jpg,paired_format,lowlight_weather,real_jpg,jpg,3024x4032,ai,ai,ai,uncertain,0.222339,0.186472,0.182034,0.179885,0.179885,0.222339,0.042454,ai_to_uncertain_after_resize,xlarge
data\test_images\legacy\day8_small_30\real\real_011.jpg,real,day8_small_30,legacy,unknown,legacy,jpg,3024x4032,uncertain,uncertain,uncertain,ai,0.146013,0.167702,0.174954,0.187066,0.146013,0.187066,0.041053,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_041_lowlight_weather_jpg_q95.jpg,real,real_jpg,paired_format,lowlight_weather,real_jpg,jpg,4032x3024,ai,ai,ai,uncertain,0.210890,0.194643,0.181300,0.170164,0.170164,0.210890,0.040726,ai_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_030_indoor_home_png.png,real,real_png,paired_format,indoor_home,real_png,png,4032x3024,uncertain,ai,ai,ai,0.167590,0.186637,0.200659,0.208018,0.167590,0.208018,0.040428,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\ai_png\ai_049_nature_travel_png.png,ai,ai_png,paired_format,nature_travel,ai_png,png,1448x1086,uncertain,ai,ai,ai,0.173427,0.207173,0.213789,0.204883,0.173427,0.213789,0.040362,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\nature_travel\ai_049_nature_travel_native.png,ai,nature_travel,raw_source,nature_travel,raw,png,1448x1086,uncertain,ai,ai,ai,0.173427,0.207173,0.213789,0.204883,0.173427,0.213789,0.040362,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_jpg\ai_049_nature_travel_jpg_q95.jpg,ai,ai_jpg,paired_format,nature_travel,ai_jpg,jpg,1448x1086,uncertain,ai,ai,ai,0.175567,0.208530,0.215227,0.206878,0.175567,0.215227,0.039660,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_png\ai_093_people_partial_png.png,ai,ai_png,paired_format,people_partial,ai_png,png,1448x1086,uncertain,ai,ai,ai,0.179479,0.215671,0.218525,0.208913,0.179479,0.218525,0.039046,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\people_partial\ai_093_people_partial_native.png,ai,people_partial,raw_source,people_partial,raw,png,1448x1086,uncertain,ai,ai,ai,0.179479,0.215671,0.218525,0.208913,0.179479,0.218525,0.039046,uncertain_to_ai_after_resize,large
