image_path,true_label,category,dataset_role,semantic_category,transform_group,is_main_dataset,base_id,filename,extension,file_size_kb,width,height,aspect_ratio,megapixels,image_mode,has_exif,difficulty,score,predicted_label,final_label,is_uncertain,threshold_used,detector_config_name,raw_false_positive,final_false_positive,false_positive,status,error_message
data\test_images\day14_expansion\resolution_control\long_512\real_040_lowlight_weather_jpg_q95_long512.jpg,real,long_512,resolution_control,lowlight_weather,long_512,false,040_lowlight_weather,real_040_lowlight_weather_jpg_q95_long512.jpg,jpg,56.17,384,512,0.75,0.196608,RGB,false,hard,0.182342,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_040_lowlight_weather_png_long512.png,real,long_512,resolution_control,lowlight_weather,long_512,false,040_lowlight_weather,real_040_lowlight_weather_png_long512.png,png,226.8,384,512,0.75,0.196608,RGB,false,hard,0.180942,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_041_lowlight_weather_jpg_q95_long512.jpg,real,long_512,resolution_control,lowlight_weather,long_512,false,041_lowlight_weather,real_041_lowlight_weather_jpg_q95_long512.jpg,jpg,51.02,512,384,1.333333,0.196608,RGB,false,hard,0.194643,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_041_lowlight_weather_png_long512.png,real,long_512,resolution_control,lowlight_weather,long_512,false,041_lowlight_weather,real_041_lowlight_weather_png_long512.png,png,208.97,512,384,1.333333,0.196608,RGB,false,hard,0.192196,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_042_lowlight_weather_jpg_q95_long512.jpg,real,long_512,resolution_control,lowlight_weather,long_512,false,042_lowlight_weather,real_042_lowlight_weather_jpg_q95_long512.jpg,jpg,73.21,384,512,0.75,0.196608,RGB,false,hard,0.202117,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_042_lowlight_weather_png_long512.png,real,long_512,resolution_control,lowlight_weather,long_512,false,042_lowlight_weather,real_042_lowlight_weather_png_long512.png,png,282.88,384,512,0.75,0.196608,RGB,false,hard,0.200364,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_043_lowlight_weather_jpg_q95_long512.jpg,real,long_512,resolution_control,lowlight_weather,long_512,false,043_lowlight_weather,real_043_lowlight_weather_jpg_q95_long512.jpg,jpg,42.7,236,512,0.460938,0.120832,RGB,false,hard,0.266044,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_043_lowlight_weather_png_long512.png,real,long_512,resolution_control,lowlight_weather,long_512,false,043_lowlight_weather,real_043_lowlight_weather_png_long512.png,png,67.24,236,512,0.460938,0.120832,RGB,false,hard,0.265767,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_044_lowlight_weather_jpg_q95_long512.jpg,real,long_512,resolution_control,lowlight_weather,long_512,false,044_lowlight_weather,real_044_lowlight_weather_jpg_q95_long512.jpg,jpg,43.62,384,512,0.75,0.196608,RGB,false,hard,0.162816,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_044_lowlight_weather_png_long512.png,real,long_512,resolution_control,lowlight_weather,long_512,false,044_lowlight_weather,real_044_lowlight_weather_png_long512.png,png,183.95,384,512,0.75,0.196608,RGB,false,hard,0.161698,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_045_lowlight_weather_jpg_q95_long512.jpg,real,long_512,resolution_control,lowlight_weather,long_512,false,045_lowlight_weather,real_045_lowlight_weather_jpg_q95_long512.jpg,jpg,57.08,512,384,1.333333,0.196608,RGB,false,hard,0.189995,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_045_lowlight_weather_png_long512.png,real,long_512,resolution_control,lowlight_weather,long_512,false,045_lowlight_weather,real_045_lowlight_weather_png_long512.png,png,238.59,512,384,1.333333,0.196608,RGB,false,hard,0.188445,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_046_nature_travel_jpg_q95_long512.jpg,real,long_512,resolution_control,nature_travel,long_512,false,046_nature_travel,real_046_nature_travel_jpg_q95_long512.jpg,jpg,69.78,512,288,1.777778,0.147456,RGB,false,hard,0.246123,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_046_nature_travel_png_long512.png,real,long_512,resolution_control,nature_travel,long_512,false,046_nature_travel,real_046_nature_travel_png_long512.png,png,272.0,512,288,1.777778,0.147456,RGB,false,hard,0.245415,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_047_nature_travel_jpg_q95_long512.jpg,real,long_512,resolution_control,nature_travel,long_512,false,047_nature_travel,real_047_nature_travel_jpg_q95_long512.jpg,jpg,70.23,512,384,1.333333,0.196608,RGB,false,hard,0.189967,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_047_nature_travel_png_long512.png,real,long_512,resolution_control,nature_travel,long_512,false,047_nature_travel,real_047_nature_travel_png_long512.png,png,308.2,512,384,1.333333,0.196608,RGB,false,hard,0.186908,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_048_nature_travel_jpg_q95_long512.jpg,real,long_512,resolution_control,nature_travel,long_512,false,048_nature_travel,real_048_nature_travel_jpg_q95_long512.jpg,jpg,58.92,512,384,1.333333,0.196608,RGB,false,hard,0.206966,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_048_nature_travel_png_long512.png,real,long_512,resolution_control,nature_travel,long_512,false,048_nature_travel,real_048_nature_travel_png_long512.png,png,271.56,512,384,1.333333,0.196608,RGB,false,hard,0.204033,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_049_nature_travel_jpg_q95_long512.jpg,real,long_512,resolution_control,nature_travel,long_512,false,049_nature_travel,real_049_nature_travel_jpg_q95_long512.jpg,jpg,44.86,512,341,1.501466,0.174592,RGB,false,hard,0.20754,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_049_nature_travel_png_long512.png,real,long_512,resolution_control,nature_travel,long_512,false,049_nature_travel,real_049_nature_travel_png_long512.png,png,115.71,512,341,1.501466,0.174592,RGB,false,hard,0.205511,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_050_nature_travel_jpg_q95_long512.jpg,real,long_512,resolution_control,nature_travel,long_512,false,050_nature_travel,real_050_nature_travel_jpg_q95_long512.jpg,jpg,85.15,384,512,0.75,0.196608,RGB,false,hard,0.227557,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_050_nature_travel_png_long512.png,real,long_512,resolution_control,nature_travel,long_512,false,050_nature_travel,real_050_nature_travel_png_long512.png,png,319.01,384,512,0.75,0.196608,RGB,false,hard,0.226592,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_051_nature_travel_jpg_q95_long512.jpg,real,long_512,resolution_control,nature_travel,long_512,false,051_nature_travel,real_051_nature_travel_jpg_q95_long512.jpg,jpg,32.2,512,384,1.333333,0.196608,RGB,false,hard,0.201275,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_051_nature_travel_png_long512.png,real,long_512,resolution_control,nature_travel,long_512,false,051_nature_travel,real_051_nature_travel_png_long512.png,png,146.35,512,384,1.333333,0.196608,RGB,false,hard,0.200497,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_052_nature_travel_jpg_q95_long512.jpg,real,long_512,resolution_control,nature_travel,long_512,false,052_nature_travel,real_052_nature_travel_jpg_q95_long512.jpg,jpg,80.7,341,512,0.666016,0.174592,RGB,false,hard,0.215046,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_052_nature_travel_png_long512.png,real,long_512,resolution_control,nature_travel,long_512,false,052_nature_travel,real_052_nature_travel_png_long512.png,png,291.86,341,512,0.666016,0.174592,RGB,false,hard,0.213925,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_053_nature_travel_jpg_q95_long512.jpg,real,long_512,resolution_control,nature_travel,long_512,false,053_nature_travel,real_053_nature_travel_jpg_q95_long512.jpg,jpg,93.47,384,512,0.75,0.196608,RGB,false,hard,0.255237,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_053_nature_travel_png_long512.png,real,long_512,resolution_control,nature_travel,long_512,false,053_nature_travel,real_053_nature_travel_png_long512.png,png,329.37,384,512,0.75,0.196608,RGB,false,hard,0.25484,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_054_nature_travel_jpg_q95_long512.jpg,real,long_512,resolution_control,nature_travel,long_512,false,054_nature_travel,real_054_nature_travel_jpg_q95_long512.jpg,jpg,92.38,384,512,0.75,0.196608,RGB,false,hard,0.204633,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_054_nature_travel_png_long512.png,real,long_512,resolution_control,nature_travel,long_512,false,054_nature_travel,real_054_nature_travel_png_long512.png,png,312.76,384,512,0.75,0.196608,RGB,false,hard,0.202829,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_055_nature_travel_jpg_q95_long512.jpg,real,long_512,resolution_control,nature_travel,long_512,false,055_nature_travel,real_055_nature_travel_jpg_q95_long512.jpg,jpg,66.83,512,384,1.333333,0.196608,RGB,false,hard,0.218718,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_055_nature_travel_png_long512.png,real,long_512,resolution_control,nature_travel,long_512,false,055_nature_travel,real_055_nature_travel_png_long512.png,png,244.22,512,384,1.333333,0.196608,RGB,false,hard,0.215965,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_056_nature_travel_jpg_q95_long512.jpg,real,long_512,resolution_control,nature_travel,long_512,false,056_nature_travel,real_056_nature_travel_jpg_q95_long512.jpg,jpg,107.4,512,384,1.333333,0.196608,RGB,false,hard,0.235986,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_056_nature_travel_png_long512.png,real,long_512,resolution_control,nature_travel,long_512,false,056_nature_travel,real_056_nature_travel_png_long512.png,png,391.68,512,384,1.333333,0.196608,RGB,false,hard,0.233617,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_057_nature_travel_jpg_q95_long512.jpg,real,long_512,resolution_control,nature_travel,long_512,false,057_nature_travel,real_057_nature_travel_jpg_q95_long512.jpg,jpg,74.24,512,384,1.333333,0.196608,RGB,false,hard,0.217977,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_057_nature_travel_png_long512.png,real,long_512,resolution_control,nature_travel,long_512,false,057_nature_travel,real_057_nature_travel_png_long512.png,png,279.12,512,384,1.333333,0.196608,RGB,false,hard,0.215801,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_058_nature_travel_jpg_q95_long512.jpg,real,long_512,resolution_control,nature_travel,long_512,false,058_nature_travel,real_058_nature_travel_jpg_q95_long512.jpg,jpg,68.24,512,384,1.333333,0.196608,RGB,false,hard,0.220003,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_058_nature_travel_png_long512.png,real,long_512,resolution_control,nature_travel,long_512,false,058_nature_travel,real_058_nature_travel_png_long512.png,png,244.34,512,384,1.333333,0.196608,RGB,false,hard,0.216674,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_059_nature_travel_jpg_q95_long512.jpg,real,long_512,resolution_control,nature_travel,long_512,false,059_nature_travel,real_059_nature_travel_jpg_q95_long512.jpg,jpg,46.71,512,384,1.333333,0.196608,RGB,false,hard,0.212304,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_059_nature_travel_png_long512.png,real,long_512,resolution_control,nature_travel,long_512,false,059_nature_travel,real_059_nature_travel_png_long512.png,png,207.7,512,384,1.333333,0.196608,RGB,false,hard,0.209746,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_060_nature_travel_jpg_q95_long512.jpg,real,long_512,resolution_control,nature_travel,long_512,false,060_nature_travel,real_060_nature_travel_jpg_q95_long512.jpg,jpg,54.83,384,512,0.75,0.196608,RGB,false,hard,0.224569,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_060_nature_travel_png_long512.png,real,long_512,resolution_control,nature_travel,long_512,false,060_nature_travel,real_060_nature_travel_png_long512.png,png,222.7,384,512,0.75,0.196608,RGB,false,hard,0.224062,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_061_object_closeup_jpg_q95_long512.jpg,real,long_512,resolution_control,object_closeup,long_512,false,061_object_closeup,real_061_object_closeup_jpg_q95_long512.jpg,jpg,73.4,384,512,0.75,0.196608,RGB,false,hard,0.18681,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_061_object_closeup_png_long512.png,real,long_512,resolution_control,object_closeup,long_512,false,061_object_closeup,real_061_object_closeup_png_long512.png,png,281.46,384,512,0.75,0.196608,RGB,false,hard,0.185582,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_062_object_closeup_jpg_q95_long512.jpg,real,long_512,resolution_control,object_closeup,long_512,false,062_object_closeup,real_062_object_closeup_jpg_q95_long512.jpg,jpg,52.65,384,512,0.75,0.196608,RGB,false,hard,0.142461,real,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_512\real_062_object_closeup_png_long512.png,real,long_512,resolution_control,object_closeup,long_512,false,062_object_closeup,real_062_object_closeup_png_long512.png,png,237.88,384,512,0.75,0.196608,RGB,false,hard,0.141598,real,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_512\real_063_object_closeup_jpg_q95_long512.jpg,real,long_512,resolution_control,object_closeup,long_512,false,063_object_closeup,real_063_object_closeup_jpg_q95_long512.jpg,jpg,69.37,384,512,0.75,0.196608,RGB,false,hard,0.187744,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_063_object_closeup_png_long512.png,real,long_512,resolution_control,object_closeup,long_512,false,063_object_closeup,real_063_object_closeup_png_long512.png,png,287.71,384,512,0.75,0.196608,RGB,false,hard,0.186662,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_064_object_closeup_jpg_q95_long512.jpg,real,long_512,resolution_control,object_closeup,long_512,false,064_object_closeup,real_064_object_closeup_jpg_q95_long512.jpg,jpg,68.33,384,512,0.75,0.196608,RGB,false,hard,0.16078,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_064_object_closeup_png_long512.png,real,long_512,resolution_control,object_closeup,long_512,false,064_object_closeup,real_064_object_closeup_png_long512.png,png,272.36,384,512,0.75,0.196608,RGB,false,hard,0.159292,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_065_object_closeup_jpg_q95_long512.jpg,real,long_512,resolution_control,object_closeup,long_512,false,065_object_closeup,real_065_object_closeup_jpg_q95_long512.jpg,jpg,86.65,384,512,0.75,0.196608,RGB,false,hard,0.185213,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_065_object_closeup_png_long512.png,real,long_512,resolution_control,object_closeup,long_512,false,065_object_closeup,real_065_object_closeup_png_long512.png,png,326.14,384,512,0.75,0.196608,RGB,false,hard,0.183694,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_066_object_closeup_jpg_q95_long512.jpg,real,long_512,resolution_control,object_closeup,long_512,false,066_object_closeup,real_066_object_closeup_jpg_q95_long512.jpg,jpg,91.67,384,512,0.75,0.196608,RGB,false,hard,0.196558,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_066_object_closeup_png_long512.png,real,long_512,resolution_control,object_closeup,long_512,false,066_object_closeup,real_066_object_closeup_png_long512.png,png,353.72,384,512,0.75,0.196608,RGB,false,hard,0.194178,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_067_object_closeup_jpg_q95_long512.jpg,real,long_512,resolution_control,object_closeup,long_512,false,067_object_closeup,real_067_object_closeup_jpg_q95_long512.jpg,jpg,91.92,384,512,0.75,0.196608,RGB,false,hard,0.205393,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_067_object_closeup_png_long512.png,real,long_512,resolution_control,object_closeup,long_512,false,067_object_closeup,real_067_object_closeup_png_long512.png,png,330.98,384,512,0.75,0.196608,RGB,false,hard,0.203822,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_068_object_closeup_jpg_q95_long512.jpg,real,long_512,resolution_control,object_closeup,long_512,false,068_object_closeup,real_068_object_closeup_jpg_q95_long512.jpg,jpg,53.49,384,512,0.75,0.196608,RGB,false,hard,0.141816,real,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_512\real_068_object_closeup_png_long512.png,real,long_512,resolution_control,object_closeup,long_512,false,068_object_closeup,real_068_object_closeup_png_long512.png,png,236.58,384,512,0.75,0.196608,RGB,false,hard,0.140252,real,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_512\real_069_object_closeup_jpg_q95_long512.jpg,real,long_512,resolution_control,object_closeup,long_512,false,069_object_closeup,real_069_object_closeup_jpg_q95_long512.jpg,jpg,77.83,384,512,0.75,0.196608,RGB,false,hard,0.198418,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_069_object_closeup_png_long512.png,real,long_512,resolution_control,object_closeup,long_512,false,069_object_closeup,real_069_object_closeup_png_long512.png,png,305.42,384,512,0.75,0.196608,RGB,false,hard,0.19757,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_070_object_closeup_jpg_q95_long512.jpg,real,long_512,resolution_control,object_closeup,long_512,false,070_object_closeup,real_070_object_closeup_jpg_q95_long512.jpg,jpg,89.03,384,512,0.75,0.196608,RGB,false,hard,0.190326,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_070_object_closeup_png_long512.png,real,long_512,resolution_control,object_closeup,long_512,false,070_object_closeup,real_070_object_closeup_png_long512.png,png,339.76,384,512,0.75,0.196608,RGB,false,hard,0.18891,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_071_object_closeup_jpg_q95_long512.jpg,real,long_512,resolution_control,object_closeup,long_512,false,071_object_closeup,real_071_object_closeup_jpg_q95_long512.jpg,jpg,63.15,384,512,0.75,0.196608,RGB,false,hard,0.150195,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_071_object_closeup_png_long512.png,real,long_512,resolution_control,object_closeup,long_512,false,071_object_closeup,real_071_object_closeup_png_long512.png,png,236.09,384,512,0.75,0.196608,RGB,false,hard,0.148748,real,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_512\real_072_object_closeup_jpg_q95_long512.jpg,real,long_512,resolution_control,object_closeup,long_512,false,072_object_closeup,real_072_object_closeup_jpg_q95_long512.jpg,jpg,85.72,512,384,1.333333,0.196608,RGB,false,hard,0.191646,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_072_object_closeup_png_long512.png,real,long_512,resolution_control,object_closeup,long_512,false,072_object_closeup,real_072_object_closeup_png_long512.png,png,327.94,512,384,1.333333,0.196608,RGB,false,hard,0.190409,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_073_object_closeup_jpg_q95_long512.jpg,real,long_512,resolution_control,object_closeup,long_512,false,073_object_closeup,real_073_object_closeup_jpg_q95_long512.jpg,jpg,67.54,512,384,1.333333,0.196608,RGB,false,hard,0.172497,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_073_object_closeup_png_long512.png,real,long_512,resolution_control,object_closeup,long_512,false,073_object_closeup,real_073_object_closeup_png_long512.png,png,255.94,512,384,1.333333,0.196608,RGB,false,hard,0.171552,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_074_object_closeup_jpg_q95_long512.jpg,real,long_512,resolution_control,object_closeup,long_512,false,074_object_closeup,real_074_object_closeup_jpg_q95_long512.jpg,jpg,75.25,384,512,0.75,0.196608,RGB,false,hard,0.17208,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_074_object_closeup_png_long512.png,real,long_512,resolution_control,object_closeup,long_512,false,074_object_closeup,real_074_object_closeup_png_long512.png,png,314.26,384,512,0.75,0.196608,RGB,false,hard,0.16946,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_075_object_closeup_jpg_q95_long512.jpg,real,long_512,resolution_control,object_closeup,long_512,false,075_object_closeup,real_075_object_closeup_jpg_q95_long512.jpg,jpg,68.77,384,512,0.75,0.196608,RGB,false,hard,0.194831,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_075_object_closeup_png_long512.png,real,long_512,resolution_control,object_closeup,long_512,false,075_object_closeup,real_075_object_closeup_png_long512.png,png,271.33,384,512,0.75,0.196608,RGB,false,hard,0.191934,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_076_outdoor_street_jpg_q95_long512.jpg,real,long_512,resolution_control,outdoor_street,long_512,false,076_outdoor_street,real_076_outdoor_street_jpg_q95_long512.jpg,jpg,91.03,384,512,0.75,0.196608,RGB,false,hard,0.204156,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_076_outdoor_street_png_long512.png,real,long_512,resolution_control,outdoor_street,long_512,false,076_outdoor_street,real_076_outdoor_street_png_long512.png,png,320.35,384,512,0.75,0.196608,RGB,false,hard,0.202639,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_077_outdoor_street_jpg_q95_long512.jpg,real,long_512,resolution_control,outdoor_street,long_512,false,077_outdoor_street,real_077_outdoor_street_jpg_q95_long512.jpg,jpg,96.41,384,512,0.75,0.196608,RGB,false,hard,0.211473,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_077_outdoor_street_png_long512.png,real,long_512,resolution_control,outdoor_street,long_512,false,077_outdoor_street,real_077_outdoor_street_png_long512.png,png,348.31,384,512,0.75,0.196608,RGB,false,hard,0.210277,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_078_outdoor_street_jpg_q95_long512.jpg,real,long_512,resolution_control,outdoor_street,long_512,false,078_outdoor_street,real_078_outdoor_street_jpg_q95_long512.jpg,jpg,116.69,512,384,1.333333,0.196608,RGB,false,hard,0.221422,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_078_outdoor_street_png_long512.png,real,long_512,resolution_control,outdoor_street,long_512,false,078_outdoor_street,real_078_outdoor_street_png_long512.png,png,367.97,512,384,1.333333,0.196608,RGB,false,hard,0.220552,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_079_outdoor_street_jpg_q95_long512.jpg,real,long_512,resolution_control,outdoor_street,long_512,false,079_outdoor_street,real_079_outdoor_street_jpg_q95_long512.jpg,jpg,97.79,512,384,1.333333,0.196608,RGB,false,hard,0.211991,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_079_outdoor_street_png_long512.png,real,long_512,resolution_control,outdoor_street,long_512,false,079_outdoor_street,real_079_outdoor_street_png_long512.png,png,341.58,512,384,1.333333,0.196608,RGB,false,hard,0.21101,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_080_outdoor_street_jpg_q95_long512.jpg,real,long_512,resolution_control,outdoor_street,long_512,false,080_outdoor_street,real_080_outdoor_street_jpg_q95_long512.jpg,jpg,93.71,384,512,0.75,0.196608,RGB,false,hard,0.221754,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_080_outdoor_street_png_long512.png,real,long_512,resolution_control,outdoor_street,long_512,false,080_outdoor_street,real_080_outdoor_street_png_long512.png,png,335.79,384,512,0.75,0.196608,RGB,false,hard,0.220531,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_081_outdoor_street_jpg_q95_long512.jpg,real,long_512,resolution_control,outdoor_street,long_512,false,081_outdoor_street,real_081_outdoor_street_jpg_q95_long512.jpg,jpg,90.89,384,512,0.75,0.196608,RGB,false,hard,0.202529,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_081_outdoor_street_png_long512.png,real,long_512,resolution_control,outdoor_street,long_512,false,081_outdoor_street,real_081_outdoor_street_png_long512.png,png,317.58,384,512,0.75,0.196608,RGB,false,hard,0.201452,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_082_outdoor_street_jpg_q95_long512.jpg,real,long_512,resolution_control,outdoor_street,long_512,false,082_outdoor_street,real_082_outdoor_street_jpg_q95_long512.jpg,jpg,132.9,512,384,1.333333,0.196608,RGB,false,hard,0.230767,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_082_outdoor_street_png_long512.png,real,long_512,resolution_control,outdoor_street,long_512,false,082_outdoor_street,real_082_outdoor_street_png_long512.png,png,427.08,512,384,1.333333,0.196608,RGB,false,hard,0.230102,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_512\real_083_outdoor_street_jpg_q95_long512.jpg,real,long_512,resolution_control,outdoor_street,long_512,false,083_outdoor_street,real_083_outdoor_street_jpg_q95_long512.jpg,jpg,68.81,288,512,0.5625,0.147456,RGB,false,hard,0.238347,ai,ai,false,0.150000,baseline,true,true,true,success,
