image_path,true_label,category,format,has_exif,original_score,resize_mean_score,resize_delta,mean_score,median_score,min_score,max_score,score_std,score_range,ai_vote_count,real_vote_count,resolution_flip_count,final_label_v2,final_label_v21,decision_reason_v2,decision_reason_v21,is_correct_when_definite_v21,raw_label_at_0_15
data\test_images\day14_expansion\paired_format\ai_png\ai_092_people_partial_png.png,ai,ai_png,png,false,0.196,0.226168,0.030168,0.218626,0.222534,0.196,0.233436,0.014289,0.037436,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_093_people_partial_png.png,ai,ai_png,png,false,0.179479,0.21437,0.034891,0.205647,0.212292,0.179479,0.218525,0.015506,0.039046,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_094_people_partial_png.png,ai,ai_png,png,false,0.139374,0.156781,0.017407,0.152429,0.154761,0.139374,0.16082,0.008092,0.021446,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\ai_png\ai_095_people_partial_png.png,ai,ai_png,png,false,0.191846,0.183173,-0.008673,0.185341,0.188612,0.167388,0.196753,0.011123,0.029365,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_096_people_partial_png.png,ai,ai_png,png,false,0.126955,0.134466,0.007511,0.132588,0.132306,0.126955,0.138786,0.004214,0.011831,0,4,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\ai_png\ai_097_people_partial_png.png,ai,ai_png,png,false,0.16189,0.210441,0.048551,0.198303,0.204695,0.16189,0.221933,0.023032,0.060043,4,0,0,uncertain,uncertain,unstable_score_range,unstable_score_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_098_people_partial_png.png,ai,ai_png,png,false,0.168664,0.153929,-0.014735,0.157613,0.158454,0.144879,0.168664,0.009136,0.023785,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_099_people_partial_png.png,ai,ai_png,png,false,0.164981,0.221379,0.056398,0.20728,0.216253,0.164981,0.23163,0.026099,0.066649,4,0,0,uncertain,uncertain,unstable_score_range,stable_ai_but_resize_biased,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_100_people_partial_png.png,ai,ai_png,png,false,0.132067,0.140186,0.008119,0.138156,0.139153,0.132067,0.142252,0.00374,0.010185,0,4,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_001_food_retail_jpg_q95.jpg,real,real_jpg,jpg,false,0.113284,0.188004,0.07472,0.169324,0.186806,0.113284,0.1904,0.03243,0.077116,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_002_food_retail_jpg_q95.jpg,real,real_jpg,jpg,false,0.156811,0.175565,0.018754,0.170877,0.171912,0.156811,0.18287,0.00948,0.026059,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_003_food_retail_jpg_q95.jpg,real,real_jpg,jpg,false,0.252999,0.136574,-0.116425,0.16568,0.139412,0.130898,0.252999,0.050575,0.122101,1,3,1,uncertain,uncertain,resolution_flip,resolution_flip_v21,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_004_food_retail_jpg_q95.jpg,real,real_jpg,jpg,false,0.179865,0.169577,-0.010288,0.172149,0.170874,0.166983,0.179865,0.004759,0.012882,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_005_food_retail_jpg_q95.jpg,real,real_jpg,jpg,false,0.241387,0.152238,-0.089149,0.174526,0.156017,0.144682,0.241387,0.039039,0.096705,3,1,2,uncertain,uncertain,resolution_flip,resolution_flip_v21,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_006_food_retail_jpg_q95.jpg,real,real_jpg,jpg,false,0.146245,0.199811,0.053566,0.18642,0.199695,0.146245,0.200042,0.023196,0.053797,3,1,1,ai,uncertain,stable_ai_high_confidence,stable_ai_but_resize_biased,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_007_food_retail_jpg_q95.jpg,real,real_jpg,jpg,false,0.126268,0.186134,0.059866,0.171167,0.179534,0.126268,0.199333,0.027497,0.073065,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_008_food_retail_jpg_q95.jpg,real,real_jpg,jpg,false,0.195748,0.248326,0.052578,0.235181,0.245057,0.195748,0.254862,0.023244,0.059114,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_009_food_retail_jpg_q95.jpg,real,real_jpg,jpg,false,0.128664,0.214184,0.08552,0.192804,0.213422,0.128664,0.215707,0.037046,0.087043,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_010_food_retail_jpg_q95.jpg,real,real_jpg,jpg,false,0.186313,0.23139,0.045077,0.220121,0.230117,0.186313,0.233937,0.019644,0.047624,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_011_food_retail_jpg_q95.jpg,real,real_jpg,jpg,false,0.112743,0.179023,0.06628,0.162453,0.176095,0.112743,0.184878,0.028952,0.072135,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_012_food_retail_jpg_q95.jpg,real,real_jpg,jpg,false,0.134943,0.20662,0.071677,0.1887,0.201425,0.134943,0.217009,0.031909,0.082066,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_013_food_retail_jpg_q95.jpg,real,real_jpg,jpg,false,0.136936,0.162343,0.025407,0.155991,0.161813,0.136936,0.163401,0.011021,0.026465,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_014_food_retail_jpg_q95.jpg,real,real_jpg,jpg,false,0.129537,0.1935,0.063963,0.177509,0.1883,0.129537,0.2039,0.028534,0.074363,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_015_food_retail_jpg_q95.jpg,real,real_jpg,jpg,false,0.101766,0.187261,0.085495,0.165887,0.186772,0.101766,0.18824,0.037036,0.086474,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_016_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,false,0.145039,0.175525,0.030486,0.167903,0.174055,0.145039,0.178464,0.013351,0.033425,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_017_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,false,0.175761,0.237179,0.061418,0.221825,0.236486,0.175761,0.238565,0.026616,0.062804,4,0,0,uncertain,uncertain,unstable_score_range,stable_ai_but_resize_biased,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_018_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,false,0.116871,0.168709,0.051838,0.15575,0.16655,0.116871,0.173028,0.022699,0.056157,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_019_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,false,0.156948,0.176748,0.0198,0.171798,0.175441,0.156948,0.179361,0.008761,0.022413,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_020_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,false,0.15108,0.181245,0.030165,0.173704,0.178646,0.15108,0.186445,0.013571,0.035365,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_021_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,false,0.129667,0.202219,0.072552,0.184081,0.201622,0.129667,0.203412,0.031435,0.073745,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_022_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,false,0.211251,0.137775,-0.073476,0.156144,0.140591,0.132142,0.211251,0.032256,0.079109,1,3,1,uncertain,uncertain,resolution_flip,resolution_flip_v21,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_023_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,false,0.269115,0.209617,-0.059498,0.224491,0.242775,0.1433,0.269115,0.048204,0.125815,3,1,1,uncertain,uncertain,resolution_flip,resolution_flip_v21,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_024_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,false,0.143977,0.189753,0.045776,0.178309,0.187049,0.143977,0.195161,0.020277,0.051184,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_025_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,false,0.154657,0.171059,0.016402,0.166958,0.170878,0.154657,0.171421,0.007106,0.016764,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_026_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,false,0.165882,0.195259,0.029377,0.187915,0.190812,0.165882,0.204152,0.014886,0.03827,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_027_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,false,0.147709,0.180629,0.03292,0.172399,0.179175,0.147709,0.183536,0.01441,0.035827,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_028_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,false,0.172356,0.188857,0.016501,0.184731,0.184239,0.172356,0.198092,0.010596,0.025736,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_029_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,false,0.199483,0.193251,-0.006232,0.194809,0.197387,0.176231,0.208231,0.011698,0.032,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_030_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,false,0.166096,0.20068,0.034584,0.192034,0.19598,0.166096,0.210079,0.016782,0.043983,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_031_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,false,0.236559,0.155538,-0.081021,0.175793,0.159793,0.147027,0.236559,0.035605,0.089532,3,1,2,uncertain,uncertain,resolution_flip,resolution_flip_v21,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_032_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,false,0.161685,0.168158,0.006473,0.16654,0.164543,0.161685,0.17539,0.005521,0.013705,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_033_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,false,0.122595,0.189007,0.066412,0.172404,0.186879,0.122595,0.193265,0.028896,0.07067,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_034_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,false,0.240199,0.163324,-0.076875,0.182543,0.166176,0.157621,0.240199,0.033513,0.082578,4,0,0,uncertain,uncertain,unstable_score_range,unstable_score_v21,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_035_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,false,0.124086,0.186857,0.062771,0.171164,0.182931,0.124086,0.19471,0.028035,0.070624,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_036_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,false,0.11045,0.22864,0.11819,0.199092,0.225471,0.11045,0.234978,0.051501,0.124528,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_037_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,false,0.222339,0.182797,-0.039542,0.192683,0.184253,0.179885,0.222339,0.017286,0.042454,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_038_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,false,0.119348,0.236803,0.117455,0.207439,0.236372,0.119348,0.237666,0.050863,0.118318,3,1,1,uncertain,uncertain,resolution_flip,stable_ai_but_resize_biased,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_039_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,false,0.136205,0.236546,0.100341,0.211461,0.235108,0.136205,0.239423,0.043561,0.103218,3,1,1,uncertain,uncertain,resolution_flip,stable_ai_but_resize_biased,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_040_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,false,0.147787,0.18405,0.036263,0.174984,0.183345,0.147787,0.185459,0.015742,0.037672,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_041_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,false,0.21089,0.182036,-0.028854,0.189249,0.187972,0.170164,0.21089,0.015206,0.040726,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_042_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,false,0.148545,0.19881,0.050265,0.186244,0.197157,0.148545,0.202117,0.02204,0.053572,3,1,1,ai,uncertain,stable_ai_high_confidence,stable_ai_but_resize_biased,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_043_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,false,0.2122,0.266046,0.053846,0.252585,0.2651,0.2122,0.267939,0.023354,0.055739,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_044_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,false,0.207995,0.157078,-0.050917,0.169807,0.159716,0.151801,0.207995,0.022391,0.056194,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_045_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,false,0.15359,0.189717,0.036127,0.180685,0.189578,0.15359,0.189995,0.015645,0.036405,4,0,0,ai,uncertain,stable_ai_high_confidence,stable_ai_but_resize_biased,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_046_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,false,0.22903,0.247627,0.018597,0.242978,0.247247,0.22903,0.248388,0.008105,0.019358,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_047_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,false,0.155667,0.198494,0.042827,0.187787,0.194437,0.155667,0.206608,0.019457,0.050941,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_048_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,false,0.159518,0.221288,0.06177,0.205846,0.215799,0.159518,0.232266,0.028278,0.072748,4,0,0,uncertain,uncertain,unstable_score_range,stable_ai_but_resize_biased,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_049_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,false,0.233144,0.213645,-0.019499,0.21852,0.216698,0.20754,0.233144,0.009425,0.025604,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_050_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,false,0.083028,0.228882,0.145854,0.192418,0.228056,0.083028,0.230533,0.063166,0.147505,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_051_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,false,0.146802,0.205984,0.059182,0.191189,0.204134,0.146802,0.209683,0.025806,0.062881,3,1,1,uncertain,uncertain,resolution_flip,stable_ai_but_resize_biased,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_052_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,false,0.242922,0.216384,-0.026538,0.223019,0.217054,0.215046,0.242922,0.01152,0.027876,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_053_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,false,0.210526,0.257913,0.047387,0.246066,0.256981,0.210526,0.259778,0.020588,0.049252,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_054_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,false,0.150586,0.213016,0.06243,0.197408,0.209774,0.150586,0.2195,0.027564,0.068914,4,0,0,uncertain,uncertain,unstable_score_range,stable_ai_but_resize_biased,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_055_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,false,0.137715,0.225309,0.087594,0.20341,0.223089,0.137715,0.229748,0.038152,0.092033,3,1,1,uncertain,uncertain,resolution_flip,stable_ai_but_resize_biased,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_056_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,false,0.159598,0.238044,0.078446,0.218432,0.237374,0.159598,0.239382,0.033992,0.079784,4,0,0,uncertain,uncertain,unstable_score_range,stable_ai_but_resize_biased,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_057_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,false,0.097161,0.228339,0.131178,0.195544,0.224243,0.097161,0.236531,0.057195,0.13937,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_058_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,false,0.170477,0.230031,0.059554,0.215142,0.226269,0.170477,0.237555,0.026568,0.067078,4,0,0,uncertain,uncertain,unstable_score_range,stable_ai_but_resize_biased,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_059_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,false,0.113999,0.217701,0.103702,0.191775,0.216021,0.113999,0.22106,0.045028,0.107061,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_060_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,false,0.14042,0.215821,0.075401,0.19697,0.211446,0.14042,0.224569,0.033284,0.084149,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_061_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,false,0.135305,0.177071,0.041766,0.166629,0.172201,0.135305,0.18681,0.019257,0.051505,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_062_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,false,0.230462,0.133641,-0.096821,0.157846,0.136402,0.128119,0.230462,0.042279,0.102343,1,3,1,uncertain,uncertain,resolution_flip,resolution_flip_v21,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_063_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,false,0.118014,0.179247,0.061233,0.163939,0.174999,0.118014,0.187744,0.027132,0.06973,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_064_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,false,0.223227,0.151667,-0.07156,0.169557,0.155859,0.143283,0.223227,0.031601,0.079944,3,1,2,uncertain,uncertain,resolution_flip,resolution_flip_v21,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_065_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,false,0.138857,0.175515,0.036658,0.16635,0.170666,0.138857,0.185213,0.017288,0.046356,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_066_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,false,0.098954,0.186531,0.087577,0.164637,0.181517,0.098954,0.196558,0.038655,0.097604,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_067_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,false,0.123181,0.19955,0.076369,0.180457,0.196628,0.123181,0.205393,0.033308,0.082212,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_068_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,false,0.204488,0.149512,-0.054976,0.163256,0.15336,0.141816,0.204488,0.024437,0.062672,2,2,1,uncertain,uncertain,resolution_flip,resolution_flip_v21,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_069_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,false,0.115292,0.184518,0.069226,0.167212,0.177568,0.115292,0.198418,0.03132,0.083126,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_070_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,false,0.137873,0.194777,0.056904,0.180551,0.19235,0.137873,0.19963,0.02486,0.061757,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_071_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,false,0.126493,0.147035,0.020542,0.141899,0.145454,0.126493,0.150195,0.00911,0.023702,1,3,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_072_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,false,0.136198,0.190719,0.054521,0.177088,0.190255,0.136198,0.191646,0.023615,0.055448,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_073_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,false,0.13791,0.165338,0.027428,0.158481,0.161758,0.13791,0.172497,0.013002,0.034587,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_074_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,false,0.156882,0.181642,0.02476,0.175452,0.178791,0.156882,0.187343,0.012233,0.030461,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_075_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,false,0.13983,0.195182,0.055352,0.181344,0.194955,0.13983,0.195636,0.02397,0.055806,3,1,1,ai,real,stable_ai_high_confidence,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_076_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,false,0.1275,0.210381,0.082881,0.189661,0.207059,0.1275,0.217025,0.036177,0.089525,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_077_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,false,0.135654,0.216008,0.080354,0.19592,0.213844,0.135654,0.220336,0.034935,0.084682,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_078_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,false,0.130594,0.225382,0.094788,0.201685,0.223751,0.130594,0.228643,0.041126,0.098049,3,1,1,uncertain,uncertain,resolution_flip,stable_ai_but_resize_biased,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_079_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,false,0.157792,0.217863,0.060071,0.202845,0.215799,0.157792,0.221992,0.026272,0.0642,4,0,0,uncertain,uncertain,unstable_score_range,stable_ai_but_resize_biased,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_080_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,false,0.162533,0.226543,0.06401,0.21054,0.225216,0.162533,0.229197,0.027872,0.066664,4,0,0,uncertain,uncertain,unstable_score_range,stable_ai_but_resize_biased,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_081_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,false,0.095328,0.204746,0.109418,0.177391,0.203979,0.095328,0.20628,0.0474,0.110952,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_082_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,false,0.15162,0.221823,0.070203,0.204272,0.217351,0.15162,0.230767,0.030993,0.079147,4,0,0,uncertain,uncertain,unstable_score_range,stable_ai_but_resize_biased,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_083_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,false,0.224664,0.242726,0.018062,0.23821,0.241162,0.224664,0.245855,0.008295,0.021191,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_084_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,false,0.128723,0.218451,0.089728,0.196019,0.216994,0.128723,0.221364,0.038951,0.092641,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_085_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,false,0.132633,0.215667,0.083034,0.194909,0.214587,0.132633,0.217829,0.035981,0.085196,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_086_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,false,0.16593,0.216146,0.050216,0.203592,0.212436,0.16593,0.223565,0.02244,0.057635,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_087_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,false,0.158188,0.212933,0.054745,0.199247,0.210442,0.158188,0.217914,0.024054,0.059726,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_088_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,false,0.106633,0.218579,0.111946,0.190593,0.216533,0.106633,0.222673,0.048559,0.11604,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
